"Measure","Measure_Type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","confidence_interval","Numerator","Denominator","Samp_size"
"Unknown","Employment Type","Other than White","White and other","2014","Year","Yorkshire and The Humber","All","0.1","0.4","200","166500","606"
"Temporary","Employment Type","Other than White","White and other","2014","Year","Yorkshire and The Humber","Men","10.9","5.4","9900","91100","317"
"Permanent","Employment Type","Other than White","White and other","2014","Year","Yorkshire and The Humber","Men","89.1","5.4","81200","91100","317"
"Unknown","Employment Type","Other than White","White and other","2014","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","Yorkshire and The Humber","Women","11.9","5.9","9000","75300","289"
"Permanent","Employment Type","Other than White","White and other","2014","Year","Yorkshire and The Humber","Women","87.9","5.9","66200","75300","289"
"Unknown","Employment Type","Other than White","White and other","2014","Year","Yorkshire and The Humber","Women","0.2","0.8","200","75300","289"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","All","All","8","2","36300","455500","1758"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","All","All","91.4","2.1","416400","455500","1758"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","All","All","0.6","0.6","2800","455500","1758"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","All","Men","7.2","2.4","21600","302000","1111"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","All","Men","92","2.5","277800","302000","1111"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","All","Men","0.8","0.9","2600","302000","1111"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","All","Women","9.5","3.6","14700","153500","647"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","All","Women","90.3","3.6","138600","153500","647"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","All","Women","0.1","0.5","200","153500","647"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East Midlands","All","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East Midlands","All","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East of England","All","6.5","6.6","1600","25200","135"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East of England","All","93","6.8","23500","25200","135"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East of England","All","0.5","1.9","100","25200","135"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East of England","Men","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East of England","Men","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East of England","Men","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East of England","Women","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East of England","Women","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","East of England","Women","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","London","All","6.9","3.8","10400","152000","416"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","London","All","91.6","4.2","139200","152000","416"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","London","All","1.6","1.9","2400","152000","416"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","London","Men","5","4.1","5200","105000","273"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","London","Men","92.7","4.9","97400","105000","273"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","London","Men","2.3","2.8","2400","105000","273"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","London","Women","11","8.1","5200","47000","143"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","London","Women","89","8.1","41800","47000","143"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","London","Women","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North East","All","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North East","All","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North East","All","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North East","Men","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North East","Men","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North East","Men","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North East","Women","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North East","Women","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North East","Women","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North West","All","9.9","4.9","6500","65700","360"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North West","All","89.8","4.9","59100","65700","360"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North West","All","0.3","0.9","200","65700","360"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North West","Men","9.5","6.1","3900","41400","220"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North West","Men","90","6.3","37200","41400","220"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North West","Men","0.5","1.4","200","41400","220"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North West","Women","10.4","8","2500","24400","140"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North West","Women","89.6","8","21800","24400","140"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","North West","Women","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Scotland","All","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Scotland","All","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Scotland","All","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Scotland","Men","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Scotland","Men","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Scotland","Men","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Scotland","Women","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Scotland","Women","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Scotland","Women","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South East","All","8","5.8","3000","37300","208"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South East","All","92","5.8","34300","37300","208"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South East","All","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South East","Men","7.5","7.1","1900","25600","132"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South East","Men","92.5","7.1","23600","25600","132"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South East","Men","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South East","Women","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South East","Women","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South East","Women","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South West","All","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South West","All","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South West","All","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South West","Men","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South West","Men","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South West","Men","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South West","Women","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South West","Women","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","South West","Women","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Wales","All","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Wales","All","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Wales","All","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Wales","Men","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Wales","Men","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Wales","Men","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Wales","Women","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Wales","Women","?","?","?","?","?"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","Wales","Women","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","West Midlands","All","8.6","5.9","6700","77600","219"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","West Midlands","All","91.4","5.9","70900","77600","219"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","West Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","West Midlands","Men","9.5","7.8","4900","51500","136"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","West Midlands","Men","90.5","7.8","46600","51500","136"
"Unknown","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","West Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","West Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Pakistani/Bangladeshi","Detailed","2014","Year","West Midlands","Women","?","?","?","?","?"
